text,label
"Sequences-Others Given a description of a descending linear sequence in words, write some terms of that sequence If the 3^rd term of a sequence is 8  and the term-to-term rule is -2,  what is the 7^th term in this sequence? 6","2284    When asked for a specific term in a sequence j...
Name: MisconceptionName, dtype: object"
"Function Machines For a given output find the input of a function machine ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""+¼"" written inside it and the final rectangle has ""output"" written above it and ""8"" written inside it.]() What is the input of this function machine? 32","674    Thinks the inverse of addition is division
Name: MisconceptionName, dtype: object"
Adding and Subtracting Negative Numbers Carry out addition problems involving one negative integer Peter is counting up in threes. He starts at -16 What is the 5^th number he says? -31,"2109    Counts on in the wrong direction on a number line
Name: MisconceptionName, dtype: object"
Nets Draw the net of a prism Which of the following collections of shapes would allow you to draw the net of a hexagonal prism? 2 hexagons 6 triangles,"690    Struggles to visualise nets of 3D shapes
Name: MisconceptionName, dtype: object"
"Difference of Two Squares Factorise a quadratic expression in the form x² - c Factorise this expression, if possible: p^2-100 Does not factorise","113    Does not recognise difference of two squares
Name: MisconceptionName, dtype: object"
Construct Angle Identify mathematical instruments and their functions What is the name of the mathematical instrument used to construct circles? Slide rule,"295    Does not know the word and/or does not know th...
Name: MisconceptionName, dtype: object"
"Range and Interquartile Range from a List of Data Calculate the range from a list of data Tom and Katie are discussing the 5 plants with these heights: 24  cm, 17  cm, 42  cm, 26  cm, 13  cm Tom says if all the plants were cut in half, the range wouldn't change. Katie says if all the plants grew by 3  cm each, the range wouldn't change. Who do you agree with? Neither is correct","1073    Believes if you add the same value to all numb...
Name: MisconceptionName, dtype: object"
Expanding Single Brackets Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression Expand 4(3 c+2) 12 c+2,"220    Only multiplies the first term in the expansio...
Name: MisconceptionName, dtype: object"
Adding and Subtracting Fractions Add proper fractions with the same denominator Work out: 4/11+7/11 Write your answer in its simplest form. 11/11,"29    Forgot to simplify the fraction
Name: MisconceptionName, dtype: object"
Combined Events Calculate the probability of two independent events occurring without drawing a tree diagram There are 4 red balls and 3 yellow balls in a cup. ![The image shows the cup with the 4 red balls and 3 yellow balls.]() Kate picks a yellow ball out and then replaces it.  She then has a second pick. What is the probability the second pick is also a yellow ball? 2/6,"1508    Assumes the item has not been replaced in a pr...
Name: MisconceptionName, dtype: object"
Writing Ratios Express pictorial representations of objects as a ratio ![A group of 8 squares and 5 circles]() What is the ratio of squares to circles? 5: 8,"105    Mixes up sides of a ratio
Name: MisconceptionName, dtype: object"
"Simultaneous Equations Recognise if two linear expressions are in an appropriate form to be added or subtracted Tom and Katie are discussing whether simultaneous equations are in an appropriate form to be added or subtracted, or whether they need transforming first. Tom says these equations are in an appropriate form [ 2 x-3 y=10; 5 x+3 y=18 ] Katie says these equations are in an appropriate form [ 2 x-3 y=10;    2 x+y=4 ] Who is correct? Only Katie","1146    When solving simultaneous equations, believes ...
Name: MisconceptionName, dtype: object"
Written Subtraction Subtract integers up to 4 digits using a written method where carrying is not needed How should you line up the digits to calculate 3152-809 ? [ 3152; - 89 ],"539    Does not understand the value of zeros as plac...
Name: MisconceptionName, dtype: object"
Quadratic Equations Solve quadratic equations using factorisation in the form (x + a)(x + b)  One of these equations has exactly one solution. Which is it? t^2-16=0,"547    Factorises difference of two squares with the ...
Name: MisconceptionName, dtype: object"
Expanding Single Brackets Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression Multiply out the brackets: -5(m-7) -5 m-35,"974    Believes multiplying a positive by a negative ...
Name: MisconceptionName, dtype: object"
Expanding Double Brackets Carry out multiplication problems involving one negative integer John is expanding these two brackets.  What should he get when he multiplies the two terms indicated by the arrows? ![The two brackets are (x+5)(x-3). The arrows are pointing at the +5 in the first bracket and the -3 in the second bracket.]() +15,"583    Ignores negative sign when expanding bracket
Name: MisconceptionName, dtype: object"
"Simplifying Algebraic Fractions Simplify an algebraic fraction by factorising the numerator Simplify the following, if possible: m^2+2 m-3/m-3 m-1","2142    Does not know that to factorise a quadratic ex...
Name: MisconceptionName, dtype: object"
"Linear Sequences (nth term) Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one Jo and Paul are arguing about the best way to count the number of squares in Pattern 15. Jo does: 15 × 3+4 Paul does: (15+2) × 3-4 Who is correct? ![The 3rd and 4th terms in a sequence of patterns. Each pattern is made from red squares. Pattern 3 is 11 squares: they are arranged as a rectangle, 3 squares high and 3 squares wide and then 2 more squares, 1 each side of the middle squares (vertically). Pattern 4 is 14 squares arranged as a rectangle, 3 squares high and 4 squares wide and then 2 more squares, 1 each side of the middle squares.]() Neither is correct","1925    Believes nth term rules for patterns must be g...
Name: MisconceptionName, dtype: object"
"Parallel Lines Recognise perpendicular lines ![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a diagonal line, with a positive gradient of 1.5. EF is a vertical line measuring 3 units. GH is a diagonal line with a negative gradient of -4/6. IJ is a diagonal line with a negative gradient of -3. KL is a diagonal line with a positive gradient of 1/3. MN is a vertical line measuring 6 units. OP is a diagonal line with a positive gradient of 6/4.]() Which line segment is perpendicular to IJ? MN","83    Confuses the meaning of perpendicular and vert...
Name: MisconceptionName, dtype: object"
Mental Multiplication and Division Interpret and carry out mental division using a bar model Tom and Katie are discussing this bar model ![ 5|c|205   41     41     41     41     41   ]() Tom uses the bar model to write:      205 ÷ 5=41  Katie uses the bar model to write:      205 ÷ 41=5  Neither is correct,"1839    Does not know how to use a bar model to write ...
Name: MisconceptionName, dtype: object"
"Reflection Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object If you reflect the rectangle in the horizontal line, where does the marked corner end up? ![Square paper with a red rectangle drawn, a mirror line and then the labels A, B C and D. A is above B which is above C and D is two spaces to the right of C. The red rectangle has its top left vertex highlighted with a blue circle.]() B","1990    Fails to reflect across mirror line
Name: MisconceptionName, dtype: object"
"Quadratic Sequences Recognise when a descending sequence is quadratic Tom and Katie are discussing quadratic sequences.  Tom says this is a quadratic sequence: 24,15,8,3,0 …  Katie says this is a quadratic sequence: 124,63,26,7,3,0, …  Who is correct? Neither is correct","290    Thinks a decreasing sequence cannot be quadratic
Name: MisconceptionName, dtype: object"
"Nets Identify the net of a non-prism This is the net of a... ![An image with an equilateral triangle in the centre. Connected to each of the three sides of the equilateral triangle are 3 more identical, equilateral triangles forming a larger triangle shape.]() Triangular prism","1837    Names one of the faces of a 3D shape rather th...
Name: MisconceptionName, dtype: object"
"Translation and Vectors Follow simple directions to translate a shape or object using words not vectors If you translate the star 2 squares left and 3 squares down, which letter do you land on? ![A set of axes: x-axis from 0 to 8, y-axis from 0 to 8. A yellow star is at point (4, 4). Point A is at (6, 1), Point B is at (2, 1), Point C is at (2, 2), Point D is at (1, 2). ]() D","563    Counts the squares rather than the diagonals w...
Name: MisconceptionName, dtype: object"
"Rounding to Decimal Places Find the lower bound of a number rounded to 2 decimal places A number, n, has been rounded to 2 decimal places to give 3 . 7 2 What is the smallest n can be? 3.719","2412    Does not understand which place value is the o...
Name: MisconceptionName, dtype: object"
Volume of Prisms Calculate the volume of a cube What is the volume of this cube? ![A cube with one side labelled 5 cm.]() 150  cm^3,"746    Finds surface area when asked for volume
Name: MisconceptionName, dtype: object"
"Function Machines For a given algebraic input, find the output of a function machine Which of the following pairs of function machines are correct? ![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""−3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.  The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""−3"" written inside the next rectangle, ""✕ 2""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.]()","77    Does not follow the arrows through a function ...
Name: MisconceptionName, dtype: object"
Substitution into Formula Substitute into simple formulae given in words A theme park charges £ 8 entry fee and then £ 3 for every ride you go on. Heena goes on 5 rides. How much does she pay in total? £ 11,"533    Does not consider the variable when evaluating...
Name: MisconceptionName, dtype: object"
Multiplying and Dividing with Decimals Multiply a decimal by an integer Work out:      0.04 × 21  0.084,"1035    When multiplying a decimal less than 1 by an i...
Name: MisconceptionName, dtype: object"
"Square Roots, Cube Roots, etc Calculate the square root of a number √(-16)=? 4","2042    Can not square root a negative number
Name: MisconceptionName, dtype: object"
Algebraic Proof Prove statements involving positive and negative numbers Which of these could be used as a counter - example to disprove Katie's theory that 2 n^2-1 is positive? 2(-1)^2-1,"1597    Believes multiplying two negatives gives a neg...
Name: MisconceptionName, dtype: object"
"Quadratic inequalities on Number Lines Solve quadratic inequalities from the graph of the quadratic Use the graph to approximate the solution to x^2<2 ![A set of axes with the quadratic graph y=x^2 drawn on.]() x<-1.4, x>1.4","1542    Believes that a fraction means dividing the de...
Name: MisconceptionName, dtype: object"
Converting between Fractions and Decimals Convert fractions less than 1 to terminating decimals of 3 or more decimal places Convert 7/40 into a decimal 7.40,"2308    Converts a fraction to a decimal by placing a ...
Name: MisconceptionName, dtype: object"
Rounding to Significant Figures Round numbers greater than 1 to two significant figures 180.5672  What is the second significant figure in the number above? 6,"1460    Identifies second decimal place value when ask...
Name: MisconceptionName, dtype: object"
Volume and Capacity Units Convert between cm³ and mm³ 1  cm^3 is the same as _______ mm^3 100,"2514    Does not cube the conversion factor when conve...
Name: MisconceptionName, dtype: object"
"Pie Chart Given the sector angle on a pie chart, calculate the frequency of a group The pie chart shows the favourite subjects of children at a school.  If 18 students chose Science, how many chose French? ![A pie chart split into four parts, labelled with school subjects. The part for Mathematics is 144 degrees, Science is 36 degrees, English is 72 degrees and French is 108 degrees.]() 108","2331    Believes the angle in a pie chart sector is eq...
Name: MisconceptionName, dtype: object"
Length Units Convert from kilometers to miles 3 miles ≈ 5  km 300  km≈□ miles 298,"306    Added rather than multiplied by a scale factor
Name: MisconceptionName, dtype: object"
Operations with Surds Add surds in the form mva + nvb 2 √(5)+2 √(45)≡ d √(5)  What is the value of d ? 4,"1676    When adding or subtracting surds, does not sim...
Name: MisconceptionName, dtype: object"
"Mental Addition and Subtraction Understand the non-commutativity of subtraction Miran says the following:  “It doesn't matter if you do 81-53 or 53-81, you get the same answer.""  What do you think? Miran is correct because subtraction is not commutative","186    Does not understand the meaning of the word co...
Name: MisconceptionName, dtype: object"
"Inequalities on Number Lines Understand inequality notation Which of the following shows "" x is greater than 9 ""? x ≥ 9","1660    When using inequality notation, thinks ""greate...
Name: MisconceptionName, dtype: object"
Rotational Symmetry Identify the order of rotational symmetry of a shape ![A solid yellow equilateral triangle (3 sided polygon with all 3 sides of equal length).]() What is the order of rotational symmetry of this equilateral triangle? 2,"1687    Gives one fewer order of rotational symmetry t...
Name: MisconceptionName, dtype: object"
Multiples and Lowest Common Multiple Identify the Lowest Common Multiple of two numbers What is the lowest common multiple of 6 and 7 ? 13,"710    Confuses factors and multiples
Name: MisconceptionName, dtype: object"
"Simplifying Expressions by Collecting Like Terms Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable Simplify, if possible:      e+e+e  Does not simplify","436    Does not understand when like terms can be col...
Name: MisconceptionName, dtype: object"
Multiplying and Dividing with Decimals Multiply two decimals together with a different number of decimal places What is the area of this rectangle? ![Rectangle with base 0.4 m and height 0.16 m]() 0.56  m^2,"828    Adds when calculating area instead of multiplying
Name: MisconceptionName, dtype: object"
"Time Series and Line Graphs Interpret continuous data using a line graph This graph shows the temperature in Dan's garden in a 24 hour period.  In which 4 hour period did the temperature fall the most? ![A graph showing the temperature in Dan's house over a 24 hours period. At 00:00 the temperature is -2 degrees, at 04:00 it is -4 degrees, at 08:00 it is 0 degrees, at 12:00 it is 5 degrees, at 16:00 it is 8 degrees, at 20:00 it is 3 degrees and at 00:00 it is 0 degrees.]() 20     : 00  to   00     : 00","1530    Believes a steeper downwards line on a graph m...
Name: MisconceptionName, dtype: object"
Writing Expressions Recognise and name a variable Which of the following is the most appropriate word to describe p in this: 3 p+7 Expression,"2209    Confuses an expression with a variable
Name: MisconceptionName, dtype: object"
Expanding Double Brackets Expand two brackets with linear terms in the form (ax + b)² Expand and simplify: (3 y-4)^2 (3 y-4)(3 y-4),"894    Believes expanding a squared expression means ...
Name: MisconceptionName, dtype: object"
Mental Addition and Subtraction Recognise and use efficient strategies for mental subtraction Nick wants to subtract 98 from a number. Which one of the following methods would give him the correct answer? +100 then -2,"1773    Adds rather than subtracts when answering word...
Name: MisconceptionName, dtype: object"
Angle Facts with Parallel Lines Identify co-interior angles Tom and Katie are arguing about angle relationships on parallel lines. Tom says allied (co-interior) angles are equal. Katie says corresponding angles are equal. Who is correct? Neither is correct,"236    Thinks corresponding angles sum to 180 degrees
Name: MisconceptionName, dtype: object"
Converting between Decimals and Percentages Convert decimals less than 1 with 2 decimal place to percentages What is 0.03 written as a percentage? 0.3 %,"1320    Multiplied by 10 rather than 100
Name: MisconceptionName, dtype: object"
Multiplying and Dividing with Decimals Multiply two decimals together with a different number of decimal places 0.32 × 0.8= 2.56,"1708    Does not understand place value within a number
Name: MisconceptionName, dtype: object"
"Length Scale Factors in Similar Shapes Identify whether two shapes are similar or not Which of these statements is false? ""All regular decagons are similar""","1509    Does not realise that all regular shapes of a ...
Name: MisconceptionName, dtype: object"
Writing Expressions Represent an equation using a bar model Tom and Katie are discussing bar models. Tom says this bar model represents 5 x  5     x    Katie says this bar model represents 5 x  x     x     x     x     x    Who do you agree with? Neither is correct,"31    Does not understand bar modelling in algebra
Name: MisconceptionName, dtype: object"
Angle Facts with Parallel Lines Identify corresponding angles What type of angles are highlighted in this diagram? ![The diagram is of a pair of parallel lines with a line crossing them. The two highlighted angles each have a parallel line above it and the transverse line to the left of it.]() opposite angles,"625    Confuses corresponding and vertically opposite...
Name: MisconceptionName, dtype: object"
Expanding Single Brackets Use area to write algebraic expressions The area of these shapes are equal. Which of these is correct? ![An image of two rectangles. The top one is blue and has the dimensions - side length: 4 and base 3x -2. The bottom one is yellow and has the dimensions - side length: 2 and base 5x + 2.]() 4+3 x-2=2+5 x+2,"828    Adds when calculating area instead of multiplying
Name: MisconceptionName, dtype: object"
Dividing Fractions Divide proper fractions in the form: Integer ÷ Fraction Calculate 2 ÷1/5 5/2,"1749    When dividing fractions, does the reciprocal o...
Name: MisconceptionName, dtype: object"
"Function Machines For a given algebraic input, find the output of a function machine Tom and Katie are discussing the output of this 2-step function machine input x→+ 10→ multiplied by 3→ output Tom says the output is 3 𝐱+3 0 Katie says the output is 1 0+3x Who is correct? Only Katie","1582    Thinks terms in linear sequence are in direct ...
Name: MisconceptionName, dtype: object"
Compound Area Calculate the perimeter of a rectilinear shape by adding lengths expressed in the same units What is the perimeter of this composite shape made from rectangles? ![A composite shape made from three rectangles that form upside down step structure.  The base of the shape is horizontal and is 12m long. The vertical height of the whole shape is 27m. The horizontal width of the top part of the shape is 32m. The horizontal width of the top step is 15m. The vertical height of the top rectangle is 9m. The vertical height of the bottom rectangle is 10m. ]() 105  m,"1706    When calculating perimeter, only adds the mark...
Name: MisconceptionName, dtype: object"
Percentages of an Amount Calculate percentage of an amount mentally where the percent is a multiple of 10 20 % of 140= £ 120,"904    Has taken the percentage from the original 
Name: MisconceptionName, dtype: object"
"Basic Angle Facts (straight line, opposite, around a point, etc) Use angles around a point to form and solve algebraic equations ![Two angles around a point, labelled 2y and y]() What is the size of angle y ? Not enough information","51    Does not use angle facts when setting up an eq...
Name: MisconceptionName, dtype: object"
Substitution into Formula Substitute positive integer values into expressions involving no powers or roots      When  h=10  and  j=4   Which of the following pairs of statements is true? [ h(j+2)=24; h(2+j)=42 ],"1336    Does not realise addition is commutative
Name: MisconceptionName, dtype: object"
Quadratic Equations Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1  Mo wants to solve this equation using the quadratic formula. 5 h^2-3 h-2=0  What total should replace the square? [ ?±√(9-(-40))/?;    =  ?±√(□)/? ] -31,"2566    When subtracting a negative number, subtracts ...
Name: MisconceptionName, dtype: object"
Multiplying Fractions Multiply proper fractions in the form: Fraction × Fraction Which calculation gives the fraction that replaces the question mark? ![A horizontal bar divided into 4 equal sections with vertical lines. The left hand section of these is coloured green and is further divided into 3 equal sections with vertical dotted lines. A curly bracket shows that the width of one of these green sections is denoted by a question mark.]() 1/4÷1/3,"2373    Does not understand parts must be equal in a f...
Name: MisconceptionName, dtype: object"
Quadratic Equations Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1  Which option gives a correct substitution into the quadratic formula to solve the quadratic equation?  3 x^2+2 x-5=0 2 ±√(2^2-4(3)(-5))/2(3),"1044    Misremembers the quadratic formula
Name: MisconceptionName, dtype: object"
"Area of Simple Shapes Given the area of a trapezium, calculate a missing dimension The area of this trapezium is 40  cm^2. What would the perpendicular height, h, of the trapezium be? ![Trapezium with parallel sides of lengths 6cm and 10cm]() h=13.3  cm","1883    Uses only the base and perpendicular height wh...
Name: MisconceptionName, dtype: object"
"Graphing Linear Inequalities (Shading Regions) Mark a point in the second quadrant of a 2D grid having been given its coordinates, where both values are integers Which region describes where x>0 and y<0 ? ![A set of axis showing all four quadrants. y axis from -3 to 3 and x axis from -3 to 3]() D","1880    Mixes up greater than and less than symbols
Name: MisconceptionName, dtype: object"
"Rounding to the Nearest Whole (10, 100, etc) Round integers to the nearest 100 What is 3 2 0 050 rounded to the nearest hundred? 320050","331    Does not understand the term factor
Name: MisconceptionName, dtype: object"
"Distance Between Two Co-ordinates Calculate the distance between two coordinates in 2D, where all the values are integers but at least one is negative Amy is trying to work out the distance between these two points: (2,-5) and (-7,1) She labels them like this: [  x_1  y_1  x_2  y_2;  (2,  -5) (-7,   1) ] And then decides to use this formula: √((x_2-x_1)^2+(y_2-y_1)^2) What does the first bracket equal? (9)^2","1510    Believes subtraction is commutative 
Name: MisconceptionName, dtype: object"
"Pictogram Solve comparison, sum and difference problems using information presented in pictograms This pictogram shows the different types of music Bob has in his music collection.  How many more Pop CDs does Bob have than Rock CDs? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]() 1.5","1310    When interpreting a pictogram, thinks each sym...
Name: MisconceptionName, dtype: object"
"Compound Area Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units Paige, Kaci and David want to find the area of the school playground. They each do it a different way. Who is correct? ![A compound shape making an L shape. The full width across the bottom is 9m, the partial width on the top is 5m. The full height on the left is 10m, the partial height on the right is 6m.]() Kaci: 10 × 5+9 × 6","910    Cannot identify the correct side lengths to us...
Name: MisconceptionName, dtype: object"
"Gradient as change in y over change in x Given a line segment, calculate the gradient where the gradient is a negative integer What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the points (1,2) and (0,6).]() -1.5","1849    Believes the gradient of a line is given by th...
Name: MisconceptionName, dtype: object"
Solving Linear Inequalities Solve one-step linear inequalities in one variable where the variable appears on one side of the equation Solve the inequality: -3>p-1 p>-2,"38    Believes the sides of an inequality can be swi...
Name: MisconceptionName, dtype: object"
Quadratic Sequences Generate a descending integer linear sequence from the nth term rule Tom and Katie are discussing sequences Tom says (2 n+1)^2 would produce a linear sequence Katie says 1-n/2 would produce a linear sequence Who is correct? Neither is correct,"1164    Believes linear sequences cannot include fract...
Name: MisconceptionName, dtype: object"
Adding and Subtracting Fractions Subtract proper fractions with different denominators where one is a multiple of the other 7/10-2/5=/10 What should replace the star? 9,"907    Does not find a common denominator when adding...
Name: MisconceptionName, dtype: object"
Mental Multiplication and Division Mental multiplication and the laws of arithmetic      15 × 12=15 ×(4 × 年 )  What should replace the star to make this calculation correct? 8,"2273    Subtracts instead of divides
Name: MisconceptionName, dtype: object"
Multiplying Fractions Multiply proper fractions in the form: Fraction × Integer 2/7× 3=3 ÷ K × L Not possible,"1207    Does not realize we can write a division as a ...
Name: MisconceptionName, dtype: object"
"Plotting Quadratics from Tables of Values Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c  x     -1     0     1     2     3   y               -1       This is a table of values for y=x^2-x+1 What should replace the star? 1","414    Divides by the order of the root
Name: MisconceptionName, dtype: object"
BIDMAS Answer decimal problems that require the use of BIDMAS Tom and Katie are discussing the order of operations Tom says: 0.1-0.2 ÷ 0.3 ≡ 0.1-(0.2 ÷ 0.3) Katie says: 0.1-0.2 ÷ 0.3 ≡ 0.2 ÷ 0.3-0.1 Who is correct? Neither is correct,"1507    Carries out operations from left to right rega...
Name: MisconceptionName, dtype: object"
Adding and Subtracting Fractions Subtract proper fractions with different denominators which do not share a common factor 2/3-1/10=/30 What should replace the star? 1,"172    When subtracting fractions, subtracts the nume...
Name: MisconceptionName, dtype: object"
"Basic Angle Facts (straight line, opposite, around a point, etc) Find missing angles in an isosceles triangle What is the size of angle w ? ![An isosceles triangle with a base angle labelled with w and the angle vertically opposite the vertex angle labelled with 33 degrees]() 54^","1791    Does not know that vertically opposite angles ...
Name: MisconceptionName, dtype: object"
"Squares, Cubes, etc Calculate the square of a number What is the value of 3^2 ? 5","952    Adds the index to the number
Name: MisconceptionName, dtype: object"
"Plotting Quadratics from Tables of Values Given a positive x value, find the corresponding y value for curves in the form y = x² + c This is a part of the table of values for the equation y=x^2-1  x     5   y         What should replace the star? 16","2532    Believes order of operations does not affect t...
Name: MisconceptionName, dtype: object"
"Linear Equations Solve one-step linear equations requiring multiplication or division, involving positive decimals Solve the equation: 0.15=0.5 p p=10/3","1190    When solving an equation, subtracts instead of...
Name: MisconceptionName, dtype: object"
Rounding to Decimal Places Round numbers greater than 1 to one significant figure Jo and Paul are arguing about rounding.  Jo says 9 9 . 9 6 rounded to 1 significant figure is 1 0 0  Paul says 9 9 . 9 6 rounded to 1 decimal place is 1 0 0 Who is correct? Both Jo and Paul,"2162    When rounding to decimal places and the only d...
Name: MisconceptionName, dtype: object"
"Square Roots, Cube Roots, etc Recognise square roots Which of the following is the square root of 81 ? 6561","1012    Squares when asked to find the square root
Name: MisconceptionName, dtype: object"
Mental Multiplication and Division Recognise and use the law of distributivity What word do we use to describe the relationship: 7 × 9=5 × 9+2 × 9 Associativity,"1226    Does not recognise the distributive property
Name: MisconceptionName, dtype: object"
"Difference of Two Squares Factorise a quadratic expression in the form ax² - c When factorised, 9 x^2-16 will become... (3 x+4)(3 x+4)","547    Factorises difference of two squares with the ...
Name: MisconceptionName, dtype: object"
"Function Machines For a given algebraic input, find the output of a function machine ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine? 7 a+4","2085    Adds instead of multiplies when multiplying al...
Name: MisconceptionName, dtype: object"
Writing Expressions Recognise and name a variable Which of the following is the most appropriate word to describe t in this: 9-3 t Term,"2519    Confuses a term with a variable
Name: MisconceptionName, dtype: object"
"Missing Lengths Calculate missing lengths of shapes by geometrical inference, where the lengths involve algebraic expressions What length replaces the  ? ![A diagram showing a compound shape. It is an L shape rotated 90 degrees clockwise. The top full width is 3x+4, the partial width to the right is x+4. The left full height is 5, the partial height on the right is 3. There is a green star on the left partial width at the bottom of the diagram.]() Not enough information","1527    Does not know how to find missing lengths in a...
Name: MisconceptionName, dtype: object"
Estimation Round the elements of a calculation to one significant figure to perform an estimation Julie wants to estimate the answer to this calculation by rounding each number to 1 significant figure.       87.4 × 0.3727   What number should replace 8 7 . 4 in her estimation? 80,"1379    Rounds down instead of up
Name: MisconceptionName, dtype: object"
"Basic Angle Facts (straight line, opposite, around a point, etc) Find missing angles using angles on a straight line What is the value of the angle marked □ ? ![Image showing three vertices of a polygon. We do not see how many sides the polygon has. The angles shown are marked 20 degrees, 120 degrees and the third is marked with a square.]() 40^∘","1707    Misinterprets the meaning of angles on a strai...
Name: MisconceptionName, dtype: object"
"Place Value Use inequality notation to order integers with the same number of digits Which symbol makes the following statement correct?      1,959,909   □       1,995,902  None of these","1828    Does not understand inequality notation
Name: MisconceptionName, dtype: object"
Horizontal and Vertical Lines Recognise the equations of horizontal lines from a diagram What is the equation of this line? ![A graph of a horizontal line going through 3 on the y axis. ]() x=3 y,"2301    Believes the equation of a horizontal line is ...
Name: MisconceptionName, dtype: object"
"Linear Equations Solve three or more step linear equations, with the variable on one side, involving negative integers Tom and Katie are discussing how to solve: 5 x/3-1=-2  Tom says a correct next line of working could be: 5 x-3=-6  Katie says a correct next line of working could be: 5 x/3=-3  Who is correct? Neither is correct","340    Does not understand that when multiplying both...
Name: MisconceptionName, dtype: object"
Factors and Highest Common Factor Identify factors of algebraic expressions Tom and Katie are discussing factors  Tom says 3 is a common factor of 6 x and 9 y  Katie says x is a common factor of 6 x and 9 y  Who is correct? Neither is correct,"1554    Does not know how to identify common factors f...
Name: MisconceptionName, dtype: object"
"Counting Count backwards in steps of of something other than one George is counting backwards in steps of 5. He starts at the number 19,103 what is the next number he will say? 19,099","878    Counts on by 1, when asked to count forward/ba...
Name: MisconceptionName, dtype: object"
"Midpoint Between Two Co-ordinates Given a midpoint and a coordinate work out the position of the other coordinate, where all the values are integers but at least one is negative Here are two points and their midpoint. What should replace the star? ![A set of axis including all four quadrants. Lilac circle marked and labelled by coordinates (-6, 3). Red circle marked and labelled coordinates (-1,1). Another lilac circle in the fourth quadrant marked and labelled with a set of brackets, x coordinate covered by a yellow star and y coordinate covered by a green triangle. ]()  = 6 ","118    Given a line segment with a midpoint that is n...
Name: MisconceptionName, dtype: object"
"Line Symmetry Identify or mark lines of symmetry on a shape Which shape has a line of symmetry? ![A Trapezium above the label ""A""; A shape which is a circle with a 90 degree sector removed above the label ""B""; A crescent (moon) shape above the label ""C""; the words ""All of them"" above the label ""D"".]() A","1836    Believes lines of symmetry must be vertical or...
Name: MisconceptionName, dtype: object"
Probability of Single Events Represent positive unit fractions on a number line The probability of picking a green ball is 1/5 Where is this value on the probability scale? ![B c D]() C,"760    Converts a fraction to a decimal by using the ...
Name: MisconceptionName, dtype: object"
Pie Chart Calculate the sector angle on a pie chart for a given group A diver wants to make a pie chart of his trip.      Frequency     Degrees   Manta Ray     16     180   Hammerhead     4     45   Conger Eel     12     F    Which one of these is a correct method for finding F? 360/32,"1307    Finds the degrees for 1 person rather than the...
Name: MisconceptionName, dtype: object"
"Writing Expressions Write algebraic expressions with correct algebraic convention Which of the following is the correct way of writing:  m multiplied by n, then add 5  using algebraic convention? m × n+5","190    Does not account for grammar when writing alge...
Name: MisconceptionName, dtype: object"
Solving Linear Inequalities Solve linear inequalities in one variable that require three or more steps where the variable appears on one side of the equation  Solve      36 ≤ 4(5 n-1)  37/20≤ n,"220    Only multiplies the first term in the expansio...
Name: MisconceptionName, dtype: object"
Time Convert from hours to minutes 3 hours is the same as ___________ minutes 300,"161    Answers as if there are 100 minutes in an hour...
Name: MisconceptionName, dtype: object"
Substitution into Formula Substitute positive integer values into expressions involving no powers or roots When h=10 h/2= -5,"1648    Believes dividing two positives will give a ne...
Name: MisconceptionName, dtype: object"
"Line Symmetry Identify or mark lines of symmetry on a shape ![A rectangle divided into 3 equal horizontal sections. The middle section is white and the other 2 sections are blue. In the centre of the white section are five 5-pointed blue stars in the same formation as the 5 dots on a dice. All the stars are in exactly the same orientation, with one point pointing directly upwards.]() How many lines of symmetry does this shape have? 4","226    Thinks rectangles have line symmetry in the di...
Name: MisconceptionName, dtype: object"
Plotting Quadratics from Tables of Values Calculate the square root of a number Jo and Paul are discussing the table of values for y=x^2  x        y     4    Jo says the star could be 16. Paul says the star could be -2. Who is correct? Only Jo,"1012    Squares when asked to find the square root
Name: MisconceptionName, dtype: object"
