text,label
averages and range from frequency table interpret numbers in a frequency table the frequency table shows the grade achieved by some students in a maths exam how many more students achieved a grade \ 5 \ than a grade \ 1 \ \begin{tabular}{cc} \hline grade frequency \\ \hline \ 1 \ \ 4 \ \\ \hline \ 2 \ \ 5 \ \\ \hline \ 3 \ \ 1 \ \\ \hline \ 4 \ \ 8 \ \\ \hline \ 5 \ \ 10 \ \\ \hline \end{tabular} \ 4 \,227
place value find another power of 10 less than a given number what number is \ 10000 \ less than \ 901426 \ \ 901426 \,228
volume and capacity units convert between l and m \ 10 \ litres \ \square \ cubic metres \ 10 \,230
volume of prisms estimate the volume or capacity of an object each of these measurements matches one of these objects an image of 4 objects and 4 measurements the objects are an egg cup a cereal box a chest of drawers and a piggy bank and the measurements are 87 cm^3 1013 cm^3 4172 cm^3 and 197177 cm^3 which measurement most likely matches the egg cup \ 197177 \mathrm{cm}^{3} \,233
bidmas use the order of operations to carry out calculations involving addition subtraction multiplication andor division what does the following equal \ 354 \times 2 \ \ 10 \,234
adding and subtracting fractions add proper fractions with different denominators where one is a multiple of the other calculate \ \frac{2}{9}\frac{1}{3} \ \ \frac{1}{6} \,234
angle facts with parallel lines identify cointerior angles tom and katie are arguing about angle relationships on parallel lines tom says allied cointerior angles are equal katie says corresponding angles are equal who is correct neither is correct,236
graphical solution of simultaneous equations given a sketch of a linear graph solve fx 0 this is a graph of \y104 x\ a set of axes with y104x drawn on use the graph to solve \104 x0\ \ x04 \,244
linear equations solve linear equations with the variable appearing on both sides involving negative integers tom and katie are arguing about a first step to solve this equation \14 v39 v\ tom says you can write \ 15 v3 \ katie says you can write \ 4 v29 v \ who is correct neither is correct,245
percentages of an amount calculate percentage of an amount mentally where the percent is a multiple of 10 find \ 20 \ \ of \ 80 \ \ 96 \,247
pie chart interpret a pie chart people from iceland were asked to pick their favourite from lamb fish and hotdog a pie chart was made and \ 90 \ degrees represented fish what does this mean \ 90 \ \ of the people prefer fish,248
fractions of an amount identify unit fractions when part of a shape what fraction of the shape is shaded a rectangle split in half one half is split in half again and one half of that is split in half again with one of those parts shaded \ \frac{1}{4} \,249
time series and line graphs interpret continuous data using a line graph how many months have an average temperature below 25c a line graph with title monthly average temperatures for zakynthos greece c the xaxis is labelled with the first letter of every month of the year and is titled months the yaxis is titled average temperature c and the scale is labelled from 18 to 34 in steps of 2 the following points are plotted and joined together j 18 f 20 m 21 a 22 m 23 j 25 j 29 a 32 s 27 o 22 n 20 d 18 \ 9 \,251
pictogram construct a pictogram involving fractions of symbols a pictogram is shown one smiley face 12 people salt and vinegar 2 faces ready salted 1 face prawn cocktail 35 faces other 2 faces what is missing from this pictogram other needs to say what flavour it is,252
volume of prisms calculate the volume of a cube what is the volume of this cube a cube with one edge labelled 5cm not enough information,253
angles in polygons understand the terms equilateral and regular and recognise the notation for regular polygons which quadrilateral below is a regular polygon rectangle,255
volume and capacity units given the perimeter work out a missing length requiring knowledge of the geometrical properties of the shape a regular pentagon has a total perimeter of \ 17 \mathrm{cm} \ what is the length of each of its sides not enough information,255
properties of polygons given the number of sides of a polygon identify the name if you continue to join up the intersections of the curves with straight lines which of the following regular polygons could you have constructed a circle has been intersected by curves at 5 equally spaced intervals about its circumference a circle,255
properties of polygons understand the terms equilateral and regular and recognise the notation for regular polygons the dashes on the sides tell us that this is a \__________\ polygon what word completes the sentence a shape with five equal sides each side has a small dash through the middle irregular,255
2d names and properties of shapesothers understand the terms equilateral and regular and recognise the notation for regular polygons tom and katie are discussing regular polygons tom says this is a regular polygon a triangle with 3 equal sides and 3 equal angles katie says this is a regular polygon a parallelogram with 2 pairs of parallel sides marked who is correct neither is correct,255
volume and capacity units given the perimeter work out a missing length requiring knowledge of the geometrical properties of the shape a regular octagon has a total perimeter of \ 12 \mathrm{cm} \ what is the length of each of its sides not enough information,255
rearranging formula and equations rearrange formulae to change the subject where the subject appears once and two steps are needed rearrange the following equation to make \ v \ the subject \f\frac{v^{2}}{r}\ \ vr \sqrt{f} \,256
solving linear inequalities solve linear inequalities involving two inequality signs what is the solution to the following inequality \ 52 x15 \ \ 35x15 \,256
volume of nonprisms given the volume of a sphere work out missing information a sphere has a volume of \ v \mathrm{cm}^{3} \text { } \ a sphere with the radius labelled what is its radius \ \frac{3 \sqrt3{v}}{4 \pi} \mathrm{cm} \,256
rearranging formula and equations rearrange formulae to change the subject where the subject appears once and two steps are needed rearrange the following equation to make \ \omega \ the subject \ fr \omega^{2} \ \ \omega\frac{\sqrt{f}}{r} \,256
multiplying and dividing with decimals multiply a decimal by an integer \ 04 \times 5 \ \ 045 \,261
length units convert from kilometers to miles \ 1 \mathrm{km} \approx 06 \ miles \ 4 \mathrm{km} \approx \square \ miles \ 36 \,264
quadratic equations solve quadratic equations using the quadratic formula where the coefficient of x is 1 vera wants to solve this equation using the quadratic formula \ h^{2}45 h \ what should replace the star \ \frac{ \bigstar\pm \sqrt{}}{} \ \ 5 \,265
quadratic equations rearrange a quadratic equation so that it is in the correct form to be factorised what would be the most useful first step if we wanted to solve the following quadratic equation \ x^{2}5 x6 \ square root both sides of the equation,265
quadratic equations rearrange a quadratic equation so that it is in the correct form to be factorised what would be the most useful first step if we wanted to solve the following quadratic equation \ x^{2}7 x8 \ subtract \ 7 x \ from both sides of the equation,265
reflection describe a reflection in a diagonal line by giving the line of reflection as an equation where the line of reflection lies on the edge or outside the object which line gives the reflection of shape \ p \ onto shape q a coordinate grid with two right angled triangles drawn labelled p and q p has the coordinates 25 28 and 45 q has the coordinates 52 82 and 54 this is not a reflection,268
properties of polygons identify and distinguish between polygons and nonpolygons tom and katie are discussing polygons tom says this is a polygon triangle katie says this is a polygon semicircle who is correct neither is correct,270
other sequences continue a sequence involving triangle numbers if you add together consecutive triangle numbers you get another triangle number,271
squares cubes etc calculate the square of a number what is the value of \ 4^{2} \ \ 4 \,278
angle facts with parallel lines identify corresponding angles these marked angles are a pair of parallel lines drawn pointing up to the right a straight line is drawn that crosses both parallel lines the angles formed above the straight line and to the right of each of the parallel lines is marked parallel,280
reflection reflect an object or a point in a horizontal line with the line of reflection drawn where the line of reflection lies on the edge or outside the object the triangle is reflected in the dashed line what are the new coordinates of point p a set of axes xaxis from 1 to 5 yaxis from 3 to 4 three points are plotted and joined to make a triangle 2 2 4 2 3 3 point 2 2 is labelled with the letter p the line y2 is shown with a purple dashed line \ 22 \,282
reflection reflect an object or a point in a vertical line with the line of reflection drawn where the line of reflection lies on the edge or outside the object a grid of 7 squares across and 7 squares up a red vertical line goes from the bottom to the top of the grid it is 4 squares left from the edge of the grid an orange rectangle 3 squares width and 2 squares height is drawn to the left of the red line with its righthand side on the red line the bottom side of the rectangle is 3 squares up from the bottom of the grid the top right corner of the rectangle is marked with the letter p which is 5 squares up from the bottom of the grid on the red line the bottom right corner of the rectangle is marked with the letter q which is 3 squares up from the bottom of the grid on the red line tom and katie are discussing reflections tom says if you reflect the rectangle in the vertical line point \ p \ stays in the same position katie says if you reflect the rectangle in the vertical line point \ q \ stays in the same position who is correct neither is correct,282
reflection reflect an object or a point in a diagonal line with the line of reflection given as an equation where the line of reflection lies on the edge or outside the object a point \ q \ has coordinates \ 33 \ the point is reflected in the line \ yx \ what are the new coordinates of point \ q \ \ 33 \,283
reflection reflect an object or a point in a diagonal line with the line of reflection given as an equation where the line of reflection lies on the edge or outside the object a point \ q \ has coordinates \ 44 \ the point is reflected in the line \ yx \ what are the new coordinates of point q \ 44 \,283
reflection describe a reflection in a vertical line by giving the line of reflection as an equation where the line of reflection lies on the edge or outside the object which is the correct description of the transformation that maps shape a onto shape \ b \ a coordinate grid with two triangles drawn on it triangle a has the coordinates 64 44 and 45 triangle b has the coordinates 44 24 and 25 reflection in \ \mathrm{y}1 \,287
probability of single events assign probabilities to single events using fractions there are \ 4 \ red balls and \ 3 \ yellow balls in a cup the image shows the cup with the 4 red balls and 3 yellow balls what is the probability of picking a red ball \ \frac{7}{4} \,289
quadratic sequences recognise when a descending sequence is quadratic tom and katie are discussing quadratic sequences tom says this is a quadratic sequence \ 2415830 \ldots \ katie says this is a quadratic sequence \ 1246326730 \ldots \ who is correct neither is correct,290
converting between fractions and percentages solve problems involving converting between fractions decimals and percentages \ 05\frac{1}{2} \ \ \ 2 \ \,292
length scale factors in similar shapes identify whether two shapes are similar or not tom and katie are discussing similarity who is correct tom says these two rectangles are similar two rectangles of different sizes one rectangle has width 2cm and height 3cm the other rectangle has width 4cm and height 9cm katie says these two rectangles are similar two rectangles of different sizes one rectangle has width 4cm and height 6cm the other rectangle has width 7cm and height 9cm both tom and katie,293
construct angle identify mathematical instruments and their functions what is the name of the mathematical instrument used to construct circles slide rule,295
construct triangle construct a triangle using sideangleside which combination of mathematical instruments has been used to construct this triangle a triangle construction with one angle and two sides labelled ruler protractor,297
currency conversions given a situation sketch an appropriate real life graph \ 1 \ is \ 15 \ us dollars which of these graphs shows the value of up to \ 10 \ in us dollars a straight line graph from approx 5 on the y axis y axis labelled us dollars extending to 15 x axis labelled pounds extending to 10,300
simultaneous equations recognise whether you need to add or subtract linear equations in order to eliminate a variable what do you need to do to eliminate the \ q s \ in each of these pairs of simultaneous equations pair \ 1 \ \ \begin{array}{l} 5 p2 q12 \\ 3 p2 q8 \end{array} \ pair \ 2 \ \ \begin{array}{l} 5 p2 q12 \\ 3 p2 q8 \end{array} \ subtract pair \ 1 \ add pair \ 2 \,303
area of simple shapes given the area of a trapezium calculate a missing dimension the area of this trapezium is \ 30 \mathrm{cm}^{2} \ what measurement should replace the star a trapezium with 8cm and a star on the parallel sides and the perpendicular height is 5cm not enough information,305
length units convert from kilometers to miles \ 3 \ miles \ \approx 5 \mathrm{km} \ \ 30 \mathrm{km} \approx \square \ miles \ 28 \,306
length units convert from kilometers to miles \ 3 \ miles \ \approx 5 \mathrm{km} \ \ 300 \mathrm{km} \approx \square \ miles \ 298 \,306
volume of nonprisms calculate the volume of a cone where the dimensions are all given in the same units step \ 2 \ jessica is trying to work out the volume of this cone a cone with the slant height labelled 9cm the perpendicular height labelled h and half the cones base forming a right angled triangle with the slant and perpendicular heights is labelled 6cm first she needs the perpendicular height which of the following equations is true \ h^{2}12^{2}9^{2} \,307
percentages of an amount calculate percentage of an amount mentally where the percent is a multiple of 10 what is \ 80 \ \ of \ 300 \ \ 24 \,308
basic angle facts straight line opposite around a point etc find missing angles using angles on a straight line the sum of angle \ a \ and \ b \ would be a straight line split in to two angles a and b \ 90^{\circ} \,309
multiplying fractions multiply proper fractions in the form fraction fraction \ \frac{6}{7} \times \frac{2}{3} \ \ \frac{8}{21} \,317
multiplying and dividing algebraic fractions multiply algebraic fractions where the numerators and denominators are all single terms express the following as a single fraction writing your answer as simply as possible \ \frac{1}{s} \times \frac{2}{t} \ \ \frac{3}{s t} \,317
combined events calculate the probability of two independent events occurring without drawing a tree diagram two spinners shown the first spinner has the numbers 14 and the second spinner has the number 15 you spin the above fair spinners what is the probability of getting a \ 1 \ on both spinners \ \frac{2}{20} \,317
written division round integers to the nearest 10 what is \ 5050 \ rounded to the nearest \ 10 \ \ 5010 \,322
converting between fractions and percentages convert two digit integer percentages to fractions convert this percentage to a fraction \ 62 \ \ none of these,329
percentages of an amount calculate percentage of an amount mentally where the percent is a multiple of 10 tom and katie are arguing about working out percentages of amounts tom says to find \ 30 \ \ you divide by \ 3 \ katie says to find \ 30 \ \ you divide by \ 100 \ and multiply by \ 3 \ who is correct both tom and katie,329
converting between decimals and percentages convert integer percentages with 2 digits to decimals how do you write \ 23 \ \ as a decimal \ 2300 \,329
converting between fractions and percentages convert single digit integer percentages to fractions \ 4 \ \ as a fraction is \ \frac{1}{4} \,329
converting between fractions and percentages convert fractions to percentages containing 1 decimal place convert this fraction to a percentage \ \frac{27}{200} \ \ 54 \ \,329
factors and highest common factor identify factors of a number \begin{tabular}{ccc} multiple of \ 4 \ not a multiple of \ 4 \ \\ \hline factor of \ 60 \ a b \\ \hline not a factor of \ 60 \ c d \\ \hline \end{tabular} in which box should you place \ \mathbf{3 0} \ d,331
factors and highest common factor identify factors of algebraic expressions tom and katie are discussing factors of \ \mathbf{1 2 y} \ tom says \ y \ is a factor of \ 12 y \ katie says \ 3 \ is a factor of \ 12 y \ who do you agree with neither is correct,331
quadratic graphsothers recognise a quadratic graph from its shape which of the following is an example of a quadratic graph a graph with two curves one curve is in the positive x positive y quadrant it starts at the top close to the y axis as we move right it drops very quickly towards the x axis then levels off to travel almost parallel to the x axis the other curve is in the negative x negative y quadrant it starts at the top left close to the x axis as we move right it drops very quickly towards the y axis then becomes almost vertical to travel almost parallel to the y axis,332
cubics and reciprocals recognise a reciprocal graph from its shape which of the following is most likely to be the graph of a reciprocal function a curved graph an upside down symmetrical u shape it starts in the bottom left travels steeply up and right turns at a point on the yaxis above the origin and travels steeply right and down,332
graphical solution of simultaneous equations given a sketch of a linear graph solve fx n this is a graph of \y04 x3\ a set of axes with the graph y04x3 drawn on use the graph to solve \04 x31\ \ x1 \,337
graphical solution of simultaneous equations given a sketch of a linear graph solve fx n this is a graph of \y4 x1\ a set of axes with y4x1 drawn on use the graph to solve \4 x13\ \ x3 \,337
written division divide integers of 3 or more digits using long division when using longdivision to solve this problem what digit should replace the rectangle to give the correct answer quotient division sum written out in bus stop format with dividend 771 divisor 3 the digits of the quotient are represented by a yellow star a purple triangle and a blue rectangle \ 0 \,339
linear equations solve three or more step linear equations with the variable on one side involving negative decimals tom and katie are discussing how to solve \\frac{5 x}{3}124\ tom says a correct next line of working could be \ 5 x372 \ katie says a correct next line of working could be \ \frac{5 x}{3}34 \ who is correct neither is correct,340
linear equations solve three or more step linear equations with the variable on one side involving positive decimals tom and katie are discussing how to solve \\frac{3 x}{2}116\ tom says a correct next line of working could be \ \frac{3 x}{2}06 \ katie says a correct next line of working could be \ 3 x2212 \ who is correct neither is correct,340
linear equations solve three or more step linear equations with the variable on one side involving negative integers tom and katie are discussing how to solve \\frac{5 x}{3}12\ tom says a correct next line of working could be \ 5 x36 \ katie says a correct next line of working could be \ \frac{5 x}{3}3 \ who is correct neither is correct,340
linear equations solve three or more step linear equations with the variable on one side with all positive integers tom and katie are discussing how to solve \ \frac{3 x}{2} 1 5 \ tom says a correct next line of working could be \ \frac{3 x}{2}4 \ katie says a correct next line of working could be \ 3 x110 \ who is correct both tom and katie,340
probability of single events know that probabilities must lie between 0 impossible and 1 certain the probability of an event occurring is \ 09 \ which of the following most accurately describes the likelihood of the event occurring impossible,344
probability of single events know that probabilities must lie between 0 impossible and 1 certain the probability of an event occurring is \ 0 \ which of the following most accurately describes the likelihood of the event occurring even chance,344
laws of indices multiply algebraic terms involving nonlinear versions of different letters eg 4a2 x 5ab \ 5 p^{2} \times 2 p q \equiv \ does not simplify,346
multiplying terms multiply algebraic terms where both are linear versions of different letters eg 4a x 2b simplify if possible \ 6 a \times 4 b \ does not simplify,346
multiplying terms write algebraic expressions with correct algebraic convention involving powers simplify if possible \ a^{2} \times a \ does not simplify,346
linear equations solve linear equations with the variable appearing on both sides involving positive fractions which of the following is a correct first step to solve this equation \\frac{2 r3}{5}2r\ \ 2 r310r \,347
simplifying surds add surds in the form va vb \ \sqrt{3}\sqrt{5} \ simplify if possible \ \sqrt{15} \,349
simplifying algebraic fractions simplify an algebraic fraction by factorising the numerator simplify the following if possible \ \frac{1t}{t1} \ does not simplify,353
writing ratios understand the relationship between parts of a ratio tom and katie are arguing about the information on the right tom says there are \ 9 \ times as many students as teachers katie says one in ten people are teachers who is correct on a school trip the ratio of teachers to students is teachers students \ 1 9 \ neither is correct,357
length scale factors in similar shapes solve length problems involving similar shapes where the missing length is the longer one what is the ratio of \ x \ to \ y \ a triangle the bottom width is marked 15cm one side is split into two parts one part is called x the other is marked y a second line goes across the triangle from where the side is split into two parts it is marked 5cm \ 1 5 \,357
transformations of functions in the form fx identify vertical translations in the form fx for nontrigonometric functions what transformation maps the graph of \yfx\ to the graph of \yfx1\ translation by vector \\left\begin{array}{l} 1 \\ 0 \end{array}\right\,362
simplifying algebraic fractions simplify an algebraic fraction by dividing by a single letter tom and katie are arguing about simplifying fractions tom says \ \frac{3 p1}{p} \equiv 2 \ katie says \ \frac{3 p1}{p} \equiv 3\frac{1}{p} \ who is correct only tom,363
converting between decimals and percentages convert decimals less than 1 with 3 or more decimal place to percentages how do you write \ 0909 \ as a percentage \ 909 \ \,364
writing expressions multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression tom and katie are discussing calculations involving brackets tom says \ abc \equivbc \times a \ katie says \ abc \equiv a bc \ who is correct neither is correct,366
simultaneous equations recognise if two linear expressions are in an appropriate form to be added or subtracted tom and katie are discussing whether simultaneous equations are in an appropriate form to be added or subtracted or whether they need transforming first tom says these equations are in an appropriate form \ \begin{array}{l} 2 x3 y10 \\ 5 x3 y18 \end{array} \ katie says these equations are in an appropriate form \ \begin{array}{l} 2 x3 y10 \\ 2 xy4 \end{array} \ who is correct only katie,370
expanding single brackets simplify algebraic expressions to maintain equivalence by collecting like terms involving nonlinear variables \ x2 x134 x2 \equiv p x^{2}q xr \ what is the value of \ r \ \ 7 \,373
names and properties of 3d shapes identify a prism from a diagram which of the following shapes is a hexagonal prism a 3dshape with 2 identical octagonal faces connected by 8 rectangular faces,374
percentages of an amount calculate percentage of an amount mentally where the percent is a multiple of 10 tom and katie are arguing about working out percentages of amounts tom says to find \ 40 \ \ you divide by \ 100 \ and multiply by \ 4 \ katie says to find \ 40 \ \ you divide by \ 5 \ and multiply by \ 2 \ who is correct neither is correct,376
averages mean median mode from a list of data calculate the mean as an average from a list of data what is the mean of the following numbers \ 22358 \ \ 2 \,377
averages mean median mode from a list of data calculate the mean as an average from a list of data without using a calculator what is the mean of the following numbers \ 34344 \ \ 4 \,377
gradient as change in y over change in x estimate the gradient at a point on a nonlinear section of a real life graph the graph shows information about the velocity \ v \mathrm{m} \mathrm{s} \ of a parachutist \ t \ seconds after leaving a plane which of the following is the best estimate for the gradient of the curve when \t8\ a graph showing time in seconds on the x axis and velocity in metres per second on the y axis a curve is shown with a tangent to the curve drawn in at 851 the tangent also passes through the point 040 \ 6375 \,378
time series and line graphs interpret continuous data using a line graph a line graph with title height of rocket the xaxis is titled time in seconds and the scale is labelled from 0 to 90 seconds in steps of 10 seconds the yaxis is titled height in metres and the scale is labelled from 0 to 60 in steps of 10 metres the following points are plotted and joined together 0 0 10 10 20 3030 40 40 50 60 60 how many metres did the rocket travel between \ 20 \ and \ 50 \ seconds \ 55 \,378
time series and line graphs interpret continuous data using a line graph graph titled height of rocket with height in metres versus time in seconds how many metres did the rocket travel between \ 10 \ and \ 40 \ seconds \ 30 \,378
quadratic equations given a sketch of a quadratic graph fx write down the solutions to fx a according to the graph what is the approximate solution to \x^{2}3 x62\ a set of axes with the quadratic graph yx^23x6 drawn on \ y6 \,379
quadratic equations given a sketch of a quadratic graph fx write down the solutions to fx a according to the graph what is the approximate solution to \x^{2}4 x16\ a set of axes with the quadratic graph yx^24x1 drawn on \ x1 \,379
rounding to decimal places round numbers between 0 and 1 to two significant figures which of the numbers is the same when rounded to \ 2 \ decimal places or to \ 2 \ significant figures \ 0038 \,380
rounding to significant figures round numbers greater than 1 to one significant figure \ 204593 \ what is the first significant figure in the number above \ 5 \,380
rounding to decimal places round numbers between 0 and 1 to two significant figures which of the numbers is the same when rounded to \ 2 \ decimal places or to \ 2 \ significant figures \ 00599 \,380
dividing fractions divide proper fractions in the form fraction integer calculate \ \frac{6}{9} \div 3 \ \ \frac{2}{3} \,381
linear equations solve twostep linear equations with the variable on one side with all positive integers tom and katie are discussing how to solve \ \frac{8 x}{5}40 \ tom says a correct next line of working could be \ 8 x8 \ katie says a correct next line of working could be \ \frac{x}{5}5 \ who is correct neither is correct,381
place value can write roman numerals between 100 and 1000 which of the following is the correct way to write \ 900 \ using roman numerals ,382
graphical solution of simultaneous equations read the graphical solution to a pair of linear simultaneous equations from a diagram according to the graph what are the solutions to the simultaneous equations the image is of a set of axes with two straight lines drawn on the red line goes through the points 06 and 30 the blue line goes through the points 03 and 60and the two lines cross at 22 \ x6 \quad y3 \,384
sketching from factorised form know that the factorised form of a quadratic is useful for finding where the curve crosses the xaxis tom and katie are discussing quadratic graphs tom says a quadratic expression that cannot be factorised will not intercept the \ x \ axis katie says a graph of a quadratic that does not intercept the \ x \ axis cannot be factorised who is correct both tom and katie,384
writing formula write a formula to describe a situation a taxi driver charges an initial \ 250 \ plus \ 120 \ per mile travelled which of the following expressions is correct for the total cost \ t \ of a journey of \ \boldsymbol{m} \ miles \ \mathrm{t}370 \mathrm{m} \,389
plotting lines from tables of values given a positive y value find an x value in a table of values for lines in the form ax by c this is a part of the table of values for the equation \ 2 x3 y12 \ \begin{tabular}{cc} \hline\ x \ \ \bigstar \ \\ \hline\ y \ \ 0 \ \\ \hline \end{tabular} what should replace the star \ 4 \,391
plotting lines from tables of values given a positive y value find an x value in a table of values for lines in the form y mx c this is a part of the table of values for the equation \ y106 x \ \begin{tabular}{ll} \hline\ x \ \ \bigstar \ \\ \hline\ y \ \ 0 \ \\ \hline \end{tabular} what should replace the star \ 10 \,391
plotting lines from tables of values given a positive y value find an x value in a table of values for lines in the form y mx c this is a part of the table of values for the equation \ y3 x \ a table with two rows and two columns the top left box has x with a star in the top right box the bottom left box has y with a 9 in the bottom right box what should replace the star \ 27 \,391
plotting lines from tables of values given a positive x value find a y value in a table of values for lines in the form ax by c \begin{tabular}{llllll} \hline\ x \ \ 0 \ \ 1 \ \ 2 \ \ 3 \ \ 4 \ \\ \hline\ y \ \ \color{gold}\bigstar \ \end{tabular} this is a table of values for \ 4 x2 y10 \ what should replace the star \ 25 \,391
midpoint between two coordinates given a midpoint and a coordinate work out the position of the other coordinate where all the values are integers but at least one is negative here are two points and their midpoint what should replace the star a set of axis showing all four quadrants three points are marked in a straight line with a negative gradient one lilac circle marks a point in the 1st quadrant and is labelled 5 5 one red circle marks a point in the 1st quadrant and is labelled 21 another lilac circle marks a point in the 4th quadrant and is labelled gold star icon green triangle icon as the coordinates are unknown \\color{gold}\bigstar\ 7,393
area of simple shapes calculate the area of a trapezium where the dimensions are given in the same units sally wants to calculate the area of this trapezium using the formula area \ \left\frac{ab}{2}\right h \ a trapezium with the parallel sides labelled 6cm and 2cm the slant height labelled 7cm and the perpendicular height labelled 5cm what is the values of \ h \ \ 2 \mathrm{cm} \,396
area of simple shapes calculate the area of a trapezium where the dimensions are given in the same units sally wants to calculate the area of this trapezium using the formula area \ \left\frac{ab}{2}\right h \ a trapezium with the parallel sides labelled 5cm and 1cm the slant height labelled 6cm and the perpendicular height labelled 4cm what is the values of \ h \ \ 1 \mathrm{cm} \,396
range and interquartile range from a list of data calculate the range from a list of data when finding the range of a data set which step is never needed write the numbers in ascending or descending order,397
range and interquartile range from a list of data calculate the range from a list of data what is the range of the following numbers \ 0310300331 \ \ 021 \,397
missing lengths calculate missing lengths of shapes by geometrical inference where the lengths given are in the same units what is value of \ p \ in this compound shape made with rectangles compound shape made of two rectangles with the sides labelled p in red cm 15 cm 12 cm 7 cm and 7 cm one side is unlabelled not enough information,398
missing lengths calculate missing lengths of shapes by geometrical inference where the lengths given are in the same units what is value of \ p \ in this compound shape made with rectangles compound shape made of two rectangles with the sides labelled p cm 10 cm 7 cm 3 cm and 4 cm one side is unlabelled not enough information,398
multiplying terms write algebraic expressions with correct algebraic convention simplify if possible \ a \times 4 \ \ a^{4} \,400
angles in polygons work out the size of each interior angle in a regular polygon tom and katie are discussing how to calculate the size of each interior angle in a regular \ 20 \ sided shape tom says you can do \ \frac{18 \times 180}{20} \ katie says you can do \ 180\frac{360}{20} \ who is correct only katie,405
square roots cube roots etc recognise other roots of numbers \ \sqrt4{16} \ \ 4 \,414
factorising into a double bracket factorise a quadratic expression in the form x bx c factorise this expression if possible \ p^{2}5 p6 \ \ p6p1 \,418
factorising into a double bracket factorise a quadratic expression in the form x bx c factorise \ x^{2}15 x36 \ factorise \ x^{2}15 x36 \ \ x7x18 \ \ x7x18 \,418
factorising into a double bracket factorise a quadratic expression in the form x bx c factorise \ x^{2}20 x64 \ \ x14x6 \,418
factorising into a double bracket factorise a quadratic expression in the form x bx c factorise this expression if possible \ p^{2}2 p3 \ \ p3p1 \,418
venn diagrams fill in regions of a double venn diagram with numbers from given information in which region would \ \mathbf{1 5} \ belong a venn diagram with two sets one labelled square number and one labelled odd number square number without the intersection is labelled a odd number without the intersection is labelled c the intersection of the two sets is labelled b and outside the circles is labelled d d,421
squares cubes etc recognise cube numbers what is the smallest odd cube number \ 8 \,421
venn diagrams fill in regions of a double venn diagram with numbers from given information in which region would \ \mathbf{3 6} \ belong a venn diagram with two sets one labelled square number and one labelled odd number square number without the intersection is labelled a odd number without the intersection is labelled c the intersection of the two sets is labelled b and outside the circles is labelled d d,421
horizontal and vertical lines know the equation of the axes what is the equation of the \ x \ axis \ xy \,422
horizontal and vertical lines know the equation of the axes what is the equation of the \ y \ axis \ yx \,422
properties of quadrilaterals recognise the notation for parallel lines the arrows tell us that these two sides are parallelogram pqrs with sides qr and ps labelled with arrows equilateral,423
properties of triangles use the properties of an equilateral triangle to find missing lengths triangle \ a b c \ is an equilateral triangle find length \ac\ a triangle with vertices labelled a b c side bc is 8cm side ac is labelled with a question mark \ 60 \mathrm{cm} \,423
place value divide integers by 1000 \ 609 \div 1000 \ \ 609000 \,424
time change minutes into decimals of hours eg 90 minutes 15 hours \ 90 \ minutes is the same as _________ hours \ 13 \,427
time convert from minutes to hours \ 3 \ hours \ 700 \ minutes \ \ \ 14 \ hours and \ 66 \ minutes,427
time convert from hours to minutes a school trip lasted \ 5 \ hours and \ 25 \ minutes how long is this in minutes \ 525 \ minutes,427
graphs of exponentials and other powers of x calculate questions involving the power law of indices with negative integer powers tom and katie are discussing \ \boldsymbol{y}\mathbf{3}^{\boldsymbol{x}} \ tom says there is no value of \ x \ that can make \ y \ negative katie says there is no value of \ x \ that can make \ y \ equal to \ 0 \ who is correct only katie,433
substitution into formula substitute negative integer values into formulae involving powers or roots \ p4^{k} \ what is the value of \ p \ when \ k3 \ \ \frac{1}{64} \,433
simplifying expressions by collecting like terms simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable simplify if possible \ eee \ does not simplify,436
simplifying expressions by collecting like terms simplify algebraic expressions to maintain equivalence by collecting like terms involving three or more linear variables simplify the following expression by collecting like terms \6 x2 yz3 y\ does not simplify,436
writing expressions given the description of an algebraic term with powers write the term using algebra write the following using correct algebraic notation \ m \ multiplied by the cube of \ n \ \ 3 m n \,438
multiplying and dividing algebraic fractions multiply algebraic fractions where the numerators and denominators are all single terms write this as a single fraction as simply as possible \ \frac{5}{x} \times \frac{2 y}{x^{2}} \ \ \frac{10 y}{3 x} \,438
gradient between two coordinates calculate a positive fractional gradient between two coordinates where all values are positive max is working out the gradient between these two points he has worked out the lengths of the triangle what is the gradient a coordinate grid with a right angled triangle drawn on it the hypotenuse of the triangle is between the coordinates 12 and 75 the base of the triangle is labelled with 6 and the perpendicular height of the triangle is labelled with 3 \ 18 \,439
volume and capacity units identify a unit of volume or capacity tom and katie are discussing units of volume tom says litres is a unit of volume katie says \ m^{3} \ is a unit of volume who is correct neither is correct,441
time convert between any other time periods to work out how many hours in a year you could do \ 365 \times 12 \,443
time convert from weeks to hours which one of the following calculations would work out the number of hours in \ 10 \ weeks \ 10 \times 7 \times 12 \,443
time convert from days to seconds which of the following would correctly calculate the number of seconds in \ 1 \ day \ 12 \times 60 \times 60 \,443
time series and line graphs interpret discrete data using a line graph this graph shows the amount of potatoes consumed by a restaurant in a week how many potatoes were consumed on friday graph of potatoes consumed with kilos against day of week \ 3 \mathrm{kg} \,445
square roots cube roots etc calculate the square of a number \ 12^{2} \ \ 1212 \,446
